--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
p_size|supplier_cnt|p_brand|p_type|
31|8.00|Brand#53|ECONOMY PLATED TIN|
37|8.00|Brand#53|ECONOMY PLATED TIN|
38|8.00|Brand#53|ECONOMY PLATED TIN|
50|8.00|Brand#53|ECONOMY PLATED TIN|
11|8.00|Brand#53|ECONOMY POLISHED BRASS|
16|8.00|Brand#53|ECONOMY POLISHED BRASS|
18|8.00|Brand#53|ECONOMY POLISHED BRASS|
22|8.00|Brand#53|ECONOMY POLISHED BRASS|
24|8.00|Brand#53|ECONOMY POLISHED BRASS|
25|8.00|Brand#53|ECONOMY POLISHED BRASS|
40|8.00|Brand#53|ECONOMY POLISHED BRASS|
41|8.00|Brand#53|ECONOMY POLISHED BRASS|
5|8.00|Brand#53|ECONOMY POLISHED COPPER|
14|8.00|Brand#53|ECONOMY POLISHED COPPER|
15|8.00|Brand#53|ECONOMY POLISHED COPPER|
17|8.00|Brand#53|ECONOMY POLISHED COPPER|
18|8.00|Brand#53|ECONOMY POLISHED COPPER|
19|8.00|Brand#53|ECONOMY POLISHED COPPER|
22|8.00|Brand#53|ECONOMY POLISHED COPPER|
2|8.00|Brand#53|ECONOMY POLISHED NICKEL|
6|8.00|Brand#53|ECONOMY POLISHED NICKEL|
11|8.00|Brand#53|ECONOMY POLISHED NICKEL|
22|8.00|Brand#53|ECONOMY POLISHED NICKEL|
35|8.00|Brand#53|ECONOMY POLISHED NICKEL|
36|8.00|Brand#53|ECONOMY POLISHED NICKEL|
38|8.00|Brand#53|ECONOMY POLISHED NICKEL|
40|8.00|Brand#53|ECONOMY POLISHED NICKEL|
3|8.00|Brand#53|ECONOMY POLISHED STEEL|
6|8.00|Brand#53|ECONOMY POLISHED STEEL|
9|8.00|Brand#53|ECONOMY POLISHED STEEL|
24|8.00|Brand#53|ECONOMY POLISHED STEEL|
37|8.00|Brand#53|ECONOMY POLISHED STEEL|
40|8.00|Brand#53|ECONOMY POLISHED STEEL|
42|8.00|Brand#53|ECONOMY POLISHED STEEL|
4|8.00|Brand#53|ECONOMY POLISHED TIN|
12|8.00|Brand#53|ECONOMY POLISHED TIN|
16|8.00|Brand#53|ECONOMY POLISHED TIN|
41|8.00|Brand#53|ECONOMY POLISHED TIN|
47|8.00|Brand#53|ECONOMY POLISHED TIN|
7|8.00|Brand#53|LARGE ANODIZED BRASS|
11|8.00|Brand#53|LARGE ANODIZED BRASS|
12|8.00|Brand#53|LARGE ANODIZED BRASS|
15|8.00|Brand#53|LARGE ANODIZED BRASS|
17|8.00|Brand#53|LARGE ANODIZED BRASS|
19|8.00|Brand#53|LARGE ANODIZED BRASS|
24|8.00|Brand#53|LARGE ANODIZED BRASS|
27|8.00|Brand#53|LARGE ANODIZED BRASS|
29|8.00|Brand#53|LARGE ANODIZED BRASS|
45|8.00|Brand#53|LARGE ANODIZED BRASS|
28|8.00|Brand#53|LARGE ANODIZED COPPER|
33|8.00|Brand#53|LARGE ANODIZED COPPER|
44|8.00|Brand#53|LARGE ANODIZED COPPER|
46|8.00|Brand#53|LARGE ANODIZED COPPER|
50|8.00|Brand#53|LARGE ANODIZED COPPER|
5|8.00|Brand#53|LARGE ANODIZED NICKEL|
8|8.00|Brand#53|LARGE ANODIZED NICKEL|
11|8.00|Brand#53|LARGE ANODIZED NICKEL|
17|8.00|Brand#53|LARGE ANODIZED NICKEL|
20|8.00|Brand#53|LARGE ANODIZED NICKEL|
32|8.00|Brand#53|LARGE ANODIZED NICKEL|
34|8.00|Brand#53|LARGE ANODIZED NICKEL|
47|8.00|Brand#53|LARGE ANODIZED NICKEL|
20|8.00|Brand#53|LARGE ANODIZED STEEL|
34|8.00|Brand#53|LARGE ANODIZED STEEL|
41|8.00|Brand#53|LARGE ANODIZED STEEL|
43|8.00|Brand#53|LARGE ANODIZED STEEL|
45|8.00|Brand#53|LARGE ANODIZED STEEL|
5|8.00|Brand#53|LARGE ANODIZED TIN|
7|8.00|Brand#53|LARGE ANODIZED TIN|
11|8.00|Brand#53|LARGE ANODIZED TIN|
13|8.00|Brand#53|LARGE ANODIZED TIN|
23|8.00|Brand#53|LARGE ANODIZED TIN|
24|8.00|Brand#53|LARGE ANODIZED TIN|
25|8.00|Brand#53|LARGE ANODIZED TIN|
26|8.00|Brand#53|LARGE ANODIZED TIN|
32|8.00|Brand#53|LARGE ANODIZED TIN|
34|8.00|Brand#53|LARGE ANODIZED TIN|
38|8.00|Brand#53|LARGE ANODIZED TIN|
41|8.00|Brand#53|LARGE ANODIZED TIN|
45|8.00|Brand#53|LARGE ANODIZED TIN|
46|8.00|Brand#53|LARGE ANODIZED TIN|
49|8.00|Brand#53|LARGE ANODIZED TIN|
1|8.00|Brand#53|LARGE BRUSHED BRASS|
2|8.00|Brand#53|LARGE BRUSHED BRASS|
5|8.00|Brand#53|LARGE BRUSHED BRASS|
26|8.00|Brand#53|LARGE BRUSHED BRASS|
41|8.00|Brand#53|LARGE BRUSHED BRASS|
1|8.00|Brand#53|LARGE BRUSHED COPPER|
4|8.00|Brand#53|LARGE BRUSHED COPPER|
5|8.00|Brand#53|LARGE BRUSHED COPPER|
11|8.00|Brand#53|LARGE BRUSHED COPPER|
19|8.00|Brand#53|LARGE BRUSHED COPPER|
21|8.00|Brand#53|LARGE BRUSHED COPPER|
32|8.00|Brand#53|LARGE BRUSHED COPPER|
33|8.00|Brand#53|LARGE BRUSHED COPPER|
34|8.00|Brand#53|LARGE BRUSHED COPPER|
35|8.00|Brand#53|LARGE BRUSHED COPPER|
38|8.00|Brand#53|LARGE BRUSHED COPPER|
45|8.00|Brand#53|LARGE BRUSHED COPPER|
6|8.00|Brand#53|LARGE BRUSHED NICKEL|
8|8.00|Brand#53|LARGE BRUSHED NICKEL|
21|8.00|Brand#53|LARGE BRUSHED NICKEL|
24|8.00|Brand#53|LARGE BRUSHED NICKEL|
28|8.00|Brand#53|LARGE BRUSHED NICKEL|
39|8.00|Brand#53|LARGE BRUSHED NICKEL|
40|8.00|Brand#53|LARGE BRUSHED NICKEL|
41|8.00|Brand#53|LARGE BRUSHED NICKEL|
43|8.00|Brand#53|LARGE BRUSHED NICKEL|
44|8.00|Brand#53|LARGE BRUSHED NICKEL|
5|8.00|Brand#53|LARGE BRUSHED STEEL|
6|8.00|Brand#53|LARGE BRUSHED STEEL|
8|8.00|Brand#53|LARGE BRUSHED STEEL|
9|8.00|Brand#53|LARGE BRUSHED STEEL|
10|8.00|Brand#53|LARGE BRUSHED STEEL|
22|8.00|Brand#53|LARGE BRUSHED STEEL|
29|8.00|Brand#53|LARGE BRUSHED STEEL|
40|8.00|Brand#53|LARGE BRUSHED STEEL|
41|8.00|Brand#53|LARGE BRUSHED STEEL|
45|8.00|Brand#53|LARGE BRUSHED STEEL|
48|8.00|Brand#53|LARGE BRUSHED STEEL|
2|8.00|Brand#53|LARGE BRUSHED TIN|
3|8.00|Brand#53|LARGE BRUSHED TIN|
9|8.00|Brand#53|LARGE BRUSHED TIN|
31|8.00|Brand#53|LARGE BRUSHED TIN|
36|8.00|Brand#53|LARGE BRUSHED TIN|
39|8.00|Brand#53|LARGE BRUSHED TIN|
46|8.00|Brand#53|LARGE BRUSHED TIN|
47|8.00|Brand#53|LARGE BRUSHED TIN|
50|8.00|Brand#53|LARGE BRUSHED TIN|
1|8.00|Brand#53|LARGE BURNISHED BRASS|
3|8.00|Brand#53|LARGE BURNISHED BRASS|
17|8.00|Brand#53|LARGE BURNISHED BRASS|
22|8.00|Brand#53|LARGE BURNISHED BRASS|
25|8.00|Brand#53|LARGE BURNISHED BRASS|
26|8.00|Brand#53|LARGE BURNISHED BRASS|
33|8.00|Brand#53|LARGE BURNISHED BRASS|
38|8.00|Brand#53|LARGE BURNISHED BRASS|
40|8.00|Brand#53|LARGE BURNISHED BRASS|
41|8.00|Brand#53|LARGE BURNISHED BRASS|
5|8.00|Brand#53|LARGE BURNISHED COPPER|
10|8.00|Brand#53|LARGE BURNISHED COPPER|
16|8.00|Brand#53|LARGE BURNISHED COPPER|
17|8.00|Brand#53|LARGE BURNISHED COPPER|
31|8.00|Brand#53|LARGE BURNISHED COPPER|
6|8.00|Brand#53|LARGE BURNISHED NICKEL|
13|8.00|Brand#53|LARGE BURNISHED NICKEL|
14|8.00|Brand#53|LARGE BURNISHED NICKEL|
23|8.00|Brand#53|LARGE BURNISHED NICKEL|
29|8.00|Brand#53|LARGE BURNISHED NICKEL|
33|8.00|Brand#53|LARGE BURNISHED NICKEL|
3|8.00|Brand#53|LARGE BURNISHED STEEL|
4|8.00|Brand#53|LARGE BURNISHED STEEL|
19|8.00|Brand#53|LARGE BURNISHED STEEL|
23|8.00|Brand#53|LARGE BURNISHED STEEL|
33|8.00|Brand#53|LARGE BURNISHED STEEL|
39|8.00|Brand#53|LARGE BURNISHED STEEL|
45|8.00|Brand#53|LARGE BURNISHED STEEL|
46|8.00|Brand#53|LARGE BURNISHED STEEL|
1|8.00|Brand#53|LARGE BURNISHED TIN|
9|8.00|Brand#53|LARGE BURNISHED TIN|
16|8.00|Brand#53|LARGE BURNISHED TIN|
26|8.00|Brand#53|LARGE BURNISHED TIN|
27|8.00|Brand#53|LARGE BURNISHED TIN|
31|8.00|Brand#53|LARGE BURNISHED TIN|
32|8.00|Brand#53|LARGE BURNISHED TIN|
44|8.00|Brand#53|LARGE BURNISHED TIN|
5|8.00|Brand#53|LARGE PLATED BRASS|
9|8.00|Brand#53|LARGE PLATED BRASS|
12|8.00|Brand#53|LARGE PLATED BRASS|
18|8.00|Brand#53|LARGE PLATED BRASS|
25|8.00|Brand#53|LARGE PLATED BRASS|
31|8.00|Brand#53|LARGE PLATED BRASS|
46|8.00|Brand#53|LARGE PLATED BRASS|
49|8.00|Brand#53|LARGE PLATED BRASS|
4|8.00|Brand#53|LARGE PLATED COPPER|
30|8.00|Brand#53|LARGE PLATED COPPER|
32|8.00|Brand#53|LARGE PLATED COPPER|
37|8.00|Brand#53|LARGE PLATED COPPER|
22|8.00|Brand#53|LARGE PLATED NICKEL|
39|8.00|Brand#53|LARGE PLATED NICKEL|
43|8.00|Brand#53|LARGE PLATED NICKEL|
48|8.00|Brand#53|LARGE PLATED NICKEL|
49|8.00|Brand#53|LARGE PLATED NICKEL|
4|8.00|Brand#53|LARGE PLATED STEEL|
5|8.00|Brand#53|LARGE PLATED STEEL|
10|8.00|Brand#53|LARGE PLATED STEEL|
24|8.00|Brand#53|LARGE PLATED STEEL|
33|8.00|Brand#53|LARGE PLATED STEEL|
34|8.00|Brand#53|LARGE PLATED STEEL|
39|8.00|Brand#53|LARGE PLATED STEEL|
45|8.00|Brand#53|LARGE PLATED STEEL|
6|8.00|Brand#53|LARGE PLATED TIN|
8|8.00|Brand#53|LARGE PLATED TIN|
15|8.00|Brand#53|LARGE PLATED TIN|
17|8.00|Brand#53|LARGE PLATED TIN|
23|8.00|Brand#53|LARGE PLATED TIN|
28|8.00|Brand#53|LARGE PLATED TIN|
37|8.00|Brand#53|LARGE PLATED TIN|
41|8.00|Brand#53|LARGE PLATED TIN|
46|8.00|Brand#53|LARGE PLATED TIN|
50|8.00|Brand#53|LARGE PLATED TIN|
1|8.00|Brand#53|LARGE POLISHED BRASS|
3|8.00|Brand#53|LARGE POLISHED BRASS|
15|8.00|Brand#53|LARGE POLISHED BRASS|
18|8.00|Brand#53|LARGE POLISHED BRASS|
20|8.00|Brand#53|LARGE POLISHED BRASS|
23|8.00|Brand#53|LARGE POLISHED BRASS|
24|8.00|Brand#53|LARGE POLISHED BRASS|
25|8.00|Brand#53|LARGE POLISHED BRASS|
30|8.00|Brand#53|LARGE POLISHED BRASS|
37|8.00|Brand#53|LARGE POLISHED BRASS|
40|8.00|Brand#53|LARGE POLISHED BRASS|
44|8.00|Brand#53|LARGE POLISHED BRASS|
12|8.00|Brand#53|LARGE POLISHED COPPER|
13|8.00|Brand#53|LARGE POLISHED COPPER|
18|8.00|Brand#53|LARGE POLISHED COPPER|
23|8.00|Brand#53|LARGE POLISHED COPPER|
29|8.00|Brand#53|LARGE POLISHED COPPER|
30|8.00|Brand#53|LARGE POLISHED COPPER|
33|8.00|Brand#53|LARGE POLISHED COPPER|
38|8.00|Brand#53|LARGE POLISHED COPPER|
42|8.00|Brand#53|LARGE POLISHED COPPER|
3|8.00|Brand#53|LARGE POLISHED NICKEL|
14|8.00|Brand#53|LARGE POLISHED NICKEL|
15|8.00|Brand#53|LARGE POLISHED NICKEL|
18|8.00|Brand#53|LARGE POLISHED NICKEL|
20|8.00|Brand#53|LARGE POLISHED NICKEL|
23|8.00|Brand#53|LARGE POLISHED NICKEL|
25|8.00|Brand#53|LARGE POLISHED NICKEL|
33|8.00|Brand#53|LARGE POLISHED NICKEL|
35|8.00|Brand#53|LARGE POLISHED NICKEL|
47|8.00|Brand#53|LARGE POLISHED NICKEL|
3|8.00|Brand#53|LARGE POLISHED STEEL|
4|8.00|Brand#53|LARGE POLISHED STEEL|
5|8.00|Brand#53|LARGE POLISHED STEEL|
11|8.00|Brand#53|LARGE POLISHED STEEL|
17|8.00|Brand#53|LARGE POLISHED STEEL|
21|8.00|Brand#53|LARGE POLISHED STEEL|
23|8.00|Brand#53|LARGE POLISHED STEEL|
27|8.00|Brand#53|LARGE POLISHED STEEL|
38|8.00|Brand#53|LARGE POLISHED STEEL|
39|8.00|Brand#53|LARGE POLISHED STEEL|
40|8.00|Brand#53|LARGE POLISHED STEEL|
44|8.00|Brand#53|LARGE POLISHED STEEL|
1|8.00|Brand#53|LARGE POLISHED TIN|
4|8.00|Brand#53|LARGE POLISHED TIN|
9|8.00|Brand#53|LARGE POLISHED TIN|
11|8.00|Brand#53|LARGE POLISHED TIN|
13|8.00|Brand#53|LARGE POLISHED TIN|
28|8.00|Brand#53|LARGE POLISHED TIN|
30|8.00|Brand#53|LARGE POLISHED TIN|
33|8.00|Brand#53|LARGE POLISHED TIN|
34|8.00|Brand#53|LARGE POLISHED TIN|
35|8.00|Brand#53|LARGE POLISHED TIN|
39|8.00|Brand#53|LARGE POLISHED TIN|
43|8.00|Brand#53|LARGE POLISHED TIN|
49|8.00|Brand#53|LARGE POLISHED TIN|
3|8.00|Brand#53|MEDIUM ANODIZED BRASS|
4|8.00|Brand#53|MEDIUM ANODIZED BRASS|
5|8.00|Brand#53|MEDIUM ANODIZED BRASS|
13|8.00|Brand#53|MEDIUM ANODIZED BRASS|
24|8.00|Brand#53|MEDIUM ANODIZED BRASS|
28|8.00|Brand#53|MEDIUM ANODIZED BRASS|
35|8.00|Brand#53|MEDIUM ANODIZED BRASS|
38|8.00|Brand#53|MEDIUM ANODIZED BRASS|
50|8.00|Brand#53|MEDIUM ANODIZED BRASS|
5|8.00|Brand#53|MEDIUM ANODIZED COPPER|
9|8.00|Brand#53|MEDIUM ANODIZED COPPER|
17|8.00|Brand#53|MEDIUM ANODIZED COPPER|
32|8.00|Brand#53|MEDIUM ANODIZED COPPER|
34|8.00|Brand#53|MEDIUM ANODIZED COPPER|
35|8.00|Brand#53|MEDIUM ANODIZED COPPER|
45|8.00|Brand#53|MEDIUM ANODIZED COPPER|
2|8.00|Brand#53|MEDIUM ANODIZED NICKEL|
8|8.00|Brand#53|MEDIUM ANODIZED NICKEL|
11|8.00|Brand#53|MEDIUM ANODIZED NICKEL|
4|8.00|Brand#53|MEDIUM ANODIZED STEEL|
7|8.00|Brand#53|MEDIUM ANODIZED STEEL|
9|8.00|Brand#53|MEDIUM ANODIZED STEEL|
13|8.00|Brand#53|MEDIUM ANODIZED STEEL|
16|8.00|Brand#53|MEDIUM ANODIZED STEEL|
18|8.00|Brand#53|MEDIUM ANODIZED STEEL|
20|8.00|Brand#53|MEDIUM ANODIZED STEEL|
23|8.00|Brand#53|MEDIUM ANODIZED STEEL|
24|8.00|Brand#53|MEDIUM ANODIZED STEEL|
36|8.00|Brand#53|MEDIUM ANODIZED STEEL|
41|8.00|Brand#53|MEDIUM ANODIZED STEEL|
43|8.00|Brand#53|MEDIUM ANODIZED STEEL|
3|8.00|Brand#53|MEDIUM ANODIZED TIN|
5|8.00|Brand#53|MEDIUM ANODIZED TIN|
34|8.00|Brand#53|MEDIUM ANODIZED TIN|
40|8.00|Brand#53|MEDIUM ANODIZED TIN|
1|8.00|Brand#53|MEDIUM BRUSHED BRASS|
6|8.00|Brand#53|MEDIUM BRUSHED BRASS|
7|8.00|Brand#53|MEDIUM BRUSHED BRASS|
10|8.00|Brand#53|MEDIUM BRUSHED BRASS|
18|8.00|Brand#53|MEDIUM BRUSHED BRASS|
20|8.00|Brand#53|MEDIUM BRUSHED BRASS|
22|8.00|Brand#53|MEDIUM BRUSHED BRASS|
31|8.00|Brand#53|MEDIUM BRUSHED BRASS|
34|8.00|Brand#53|MEDIUM BRUSHED BRASS|
38|8.00|Brand#53|MEDIUM BRUSHED BRASS|
46|8.00|Brand#53|MEDIUM BRUSHED BRASS|
9|8.00|Brand#53|MEDIUM BRUSHED COPPER|
11|8.00|Brand#53|MEDIUM BRUSHED COPPER|
22|8.00|Brand#53|MEDIUM BRUSHED COPPER|
25|8.00|Brand#53|MEDIUM BRUSHED COPPER|
36|8.00|Brand#53|MEDIUM BRUSHED COPPER|
46|8.00|Brand#53|MEDIUM BRUSHED COPPER|
50|8.00|Brand#53|MEDIUM BRUSHED COPPER|
1|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
14|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
16|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
20|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
23|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
25|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
29|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
32|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
46|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
47|8.00|Brand#53|MEDIUM BRUSHED NICKEL|
2|8.00|Brand#53|MEDIUM BRUSHED STEEL|
8|8.00|Brand#53|MEDIUM BRUSHED STEEL|
11|8.00|Brand#53|MEDIUM BRUSHED STEEL|
22|8.00|Brand#53|MEDIUM BRUSHED STEEL|
32|8.00|Brand#53|MEDIUM BRUSHED STEEL|
37|8.00|Brand#53|MEDIUM BRUSHED STEEL|
43|8.00|Brand#53|MEDIUM BRUSHED STEEL|
45|8.00|Brand#53|MEDIUM BRUSHED STEEL|
47|8.00|Brand#53|MEDIUM BRUSHED STEEL|
48|8.00|Brand#53|MEDIUM BRUSHED STEEL|
50|8.00|Brand#53|MEDIUM BRUSHED STEEL|
7|8.00|Brand#53|MEDIUM BRUSHED TIN|
8|8.00|Brand#53|MEDIUM BRUSHED TIN|
9|8.00|Brand#53|MEDIUM BRUSHED TIN|
12|8.00|Brand#53|MEDIUM BRUSHED TIN|
17|8.00|Brand#53|MEDIUM BRUSHED TIN|
21|8.00|Brand#53|MEDIUM BRUSHED TIN|
31|8.00|Brand#53|MEDIUM BRUSHED TIN|
33|8.00|Brand#53|MEDIUM BRUSHED TIN|
40|8.00|Brand#53|MEDIUM BRUSHED TIN|
1|8.00|Brand#53|MEDIUM BURNISHED BRASS|
12|8.00|Brand#53|MEDIUM BURNISHED BRASS|
18|8.00|Brand#53|MEDIUM BURNISHED BRASS|
20|8.00|Brand#53|MEDIUM BURNISHED BRASS|
25|8.00|Brand#53|MEDIUM BURNISHED BRASS|
29|8.00|Brand#53|MEDIUM BURNISHED BRASS|
30|8.00|Brand#53|MEDIUM BURNISHED BRASS|
33|8.00|Brand#53|MEDIUM BURNISHED BRASS|
38|8.00|Brand#53|MEDIUM BURNISHED BRASS|
39|8.00|Brand#53|MEDIUM BURNISHED BRASS|
42|8.00|Brand#53|MEDIUM BURNISHED BRASS|
3|8.00|Brand#53|MEDIUM BURNISHED COPPER|
7|8.00|Brand#53|MEDIUM BURNISHED COPPER|
10|8.00|Brand#53|MEDIUM BURNISHED COPPER|
12|8.00|Brand#53|MEDIUM BURNISHED COPPER|
14|8.00|Brand#53|MEDIUM BURNISHED COPPER|
18|8.00|Brand#53|MEDIUM BURNISHED COPPER|
27|8.00|Brand#53|MEDIUM BURNISHED COPPER|
31|8.00|Brand#53|MEDIUM BURNISHED COPPER|
41|8.00|Brand#53|MEDIUM BURNISHED COPPER|
45|8.00|Brand#53|MEDIUM BURNISHED COPPER|
2|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
15|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
19|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
20|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
22|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
25|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
30|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
31|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
33|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
36|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
39|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
48|8.00|Brand#53|MEDIUM BURNISHED NICKEL|
13|8.00|Brand#53|MEDIUM BURNISHED STEEL|
14|8.00|Brand#53|MEDIUM BURNISHED STEEL|
16|8.00|Brand#53|MEDIUM BURNISHED STEEL|
22|8.00|Brand#53|MEDIUM BURNISHED STEEL|
24|8.00|Brand#53|MEDIUM BURNISHED STEEL|
34|8.00|Brand#53|MEDIUM BURNISHED STEEL|
48|8.00|Brand#53|MEDIUM BURNISHED STEEL|
49|8.00|Brand#53|MEDIUM BURNISHED STEEL|
2|8.00|Brand#53|MEDIUM BURNISHED TIN|
9|8.00|Brand#53|MEDIUM BURNISHED TIN|
11|8.00|Brand#53|MEDIUM BURNISHED TIN|
14|8.00|Brand#53|MEDIUM BURNISHED TIN|
27|8.00|Brand#53|MEDIUM BURNISHED TIN|
30|8.00|Brand#53|MEDIUM BURNISHED TIN|
33|8.00|Brand#53|MEDIUM BURNISHED TIN|
50|8.00|Brand#53|MEDIUM BURNISHED TIN|
4|8.00|Brand#53|MEDIUM PLATED BRASS|
9|8.00|Brand#53|MEDIUM PLATED BRASS|
17|8.00|Brand#53|MEDIUM PLATED BRASS|
19|8.00|Brand#53|MEDIUM PLATED BRASS|
22|8.00|Brand#53|MEDIUM PLATED BRASS|
24|8.00|Brand#53|MEDIUM PLATED BRASS|
33|8.00|Brand#53|MEDIUM PLATED BRASS|
37|8.00|Brand#53|MEDIUM PLATED BRASS|
39|8.00|Brand#53|MEDIUM PLATED BRASS|
42|8.00|Brand#53|MEDIUM PLATED BRASS|
44|8.00|Brand#53|MEDIUM PLATED BRASS|
18|8.00|Brand#53|MEDIUM PLATED COPPER|
20|8.00|Brand#53|MEDIUM PLATED COPPER|
22|8.00|Brand#53|MEDIUM PLATED COPPER|
28|8.00|Brand#53|MEDIUM PLATED COPPER|
31|8.00|Brand#53|MEDIUM PLATED COPPER|
32|8.00|Brand#53|MEDIUM PLATED COPPER|
35|8.00|Brand#53|MEDIUM PLATED COPPER|
38|8.00|Brand#53|MEDIUM PLATED COPPER|
41|8.00|Brand#53|MEDIUM PLATED COPPER|
50|8.00|Brand#53|MEDIUM PLATED COPPER|
2|8.00|Brand#53|MEDIUM PLATED NICKEL|
4|8.00|Brand#53|MEDIUM PLATED NICKEL|
13|8.00|Brand#53|MEDIUM PLATED NICKEL|
21|8.00|Brand#53|MEDIUM PLATED NICKEL|
23|8.00|Brand#53|MEDIUM PLATED NICKEL|
29|8.00|Brand#53|MEDIUM PLATED NICKEL|
34|8.00|Brand#53|MEDIUM PLATED NICKEL|
36|8.00|Brand#53|MEDIUM PLATED NICKEL|
38|8.00|Brand#53|MEDIUM PLATED NICKEL|
43|8.00|Brand#53|MEDIUM PLATED NICKEL|
45|8.00|Brand#53|MEDIUM PLATED NICKEL|
1|8.00|Brand#53|MEDIUM PLATED STEEL|
2|8.00|Brand#53|MEDIUM PLATED STEEL|
12|8.00|Brand#53|MEDIUM PLATED STEEL|
13|8.00|Brand#53|MEDIUM PLATED STEEL|
15|8.00|Brand#53|MEDIUM PLATED STEEL|
18|8.00|Brand#53|MEDIUM PLATED STEEL|
19|8.00|Brand#53|MEDIUM PLATED STEEL|
35|8.00|Brand#53|MEDIUM PLATED STEEL|
44|8.00|Brand#53|MEDIUM PLATED STEEL|
45|8.00|Brand#53|MEDIUM PLATED STEEL|
48|8.00|Brand#53|MEDIUM PLATED STEEL|
4|8.00|Brand#53|MEDIUM PLATED TIN|
12|8.00|Brand#53|MEDIUM PLATED TIN|
27|8.00|Brand#53|MEDIUM PLATED TIN|
46|8.00|Brand#53|MEDIUM PLATED TIN|
5|8.00|Brand#53|MEDIUM POLISHED BRASS|
6|8.00|Brand#53|MEDIUM POLISHED BRASS|
11|8.00|Brand#53|MEDIUM POLISHED BRASS|
12|8.00|Brand#53|MEDIUM POLISHED BRASS|
13|8.00|Brand#53|MEDIUM POLISHED BRASS|
16|8.00|Brand#53|MEDIUM POLISHED BRASS|
17|8.00|Brand#53|MEDIUM POLISHED BRASS|
25|8.00|Brand#53|MEDIUM POLISHED BRASS|
33|8.00|Brand#53|MEDIUM POLISHED BRASS|
36|8.00|Brand#53|MEDIUM POLISHED BRASS|
37|8.00|Brand#53|MEDIUM POLISHED BRASS|
38|8.00|Brand#53|MEDIUM POLISHED BRASS|
40|8.00|Brand#53|MEDIUM POLISHED BRASS|
41|8.00|Brand#53|MEDIUM POLISHED BRASS|
43|8.00|Brand#53|MEDIUM POLISHED BRASS|
45|8.00|Brand#53|MEDIUM POLISHED BRASS|
47|8.00|Brand#53|MEDIUM POLISHED BRASS|
48|8.00|Brand#53|MEDIUM POLISHED BRASS|
2|8.00|Brand#53|MEDIUM POLISHED COPPER|
10|8.00|Brand#53|MEDIUM POLISHED COPPER|
19|8.00|Brand#53|MEDIUM POLISHED COPPER|
24|8.00|Brand#53|MEDIUM POLISHED COPPER|
35|8.00|Brand#53|MEDIUM POLISHED COPPER|
36|8.00|Brand#53|MEDIUM POLISHED COPPER|
46|8.00|Brand#53|MEDIUM POLISHED COPPER|
47|8.00|Brand#53|MEDIUM POLISHED COPPER|
2|8.00|Brand#53|MEDIUM POLISHED NICKEL|
6|8.00|Brand#53|MEDIUM POLISHED NICKEL|
9|8.00|Brand#53|MEDIUM POLISHED NICKEL|
27|8.00|Brand#53|MEDIUM POLISHED NICKEL|
29|8.00|Brand#53|MEDIUM POLISHED NICKEL|
30|8.00|Brand#53|MEDIUM POLISHED NICKEL|
39|8.00|Brand#53|MEDIUM POLISHED NICKEL|
44|8.00|Brand#53|MEDIUM POLISHED NICKEL|
46|8.00|Brand#53|MEDIUM POLISHED NICKEL|
48|8.00|Brand#53|MEDIUM POLISHED NICKEL|
2|8.00|Brand#53|MEDIUM POLISHED STEEL|
5|8.00|Brand#53|MEDIUM POLISHED STEEL|
11|8.00|Brand#53|MEDIUM POLISHED STEEL|
19|8.00|Brand#53|MEDIUM POLISHED STEEL|
21|8.00|Brand#53|MEDIUM POLISHED STEEL|
25|8.00|Brand#53|MEDIUM POLISHED STEEL|
36|8.00|Brand#53|MEDIUM POLISHED STEEL|
39|8.00|Brand#53|MEDIUM POLISHED STEEL|
48|8.00|Brand#53|MEDIUM POLISHED STEEL|
49|8.00|Brand#53|MEDIUM POLISHED STEEL|
1|8.00|Brand#53|MEDIUM POLISHED TIN|
2|8.00|Brand#53|MEDIUM POLISHED TIN|
5|8.00|Brand#53|MEDIUM POLISHED TIN|
12|8.00|Brand#53|MEDIUM POLISHED TIN|
13|8.00|Brand#53|MEDIUM POLISHED TIN|
15|8.00|Brand#53|MEDIUM POLISHED TIN|
24|8.00|Brand#53|MEDIUM POLISHED TIN|
